Profesión;A_t;R_h;C_i;ISIA (5 años);Categoría de Impacto;Profesiones equivalentes (Núcleo);Profesiones equivalentes (Complementarias);SIES/CNED Núcleo;CINE-F Núcleo;SIES/CNED Complementarias;CINE-F Complementarias;Explicación de Valores
Medicina;3;9;8;-7.0;Expansión y crecimiento / Bajo riesgo;Cirugía; Pediatría; Medicina Interna;Enfermería; Psicología; Bioquímica;0611;721;0612;0613;0614;723;731;721;La medicina requiere un alto grado de habilidades humanas como la empatía y el juicio clínico que son difíciles de automatizar. Aunque la IA puede apoyar en el diagnóstico y análisis de datos, la relación médico-paciente y la toma de decisiones complejas mantienen bajo el riesgo de automatización. El ISIA negativo indica que la IA creará oportunidades de crecimiento en este campo.
Enfermería;4;9;7;-5.5;Expansión y crecimiento / Bajo riesgo;Obstetricia; Cuidados Paliativos; Enfermería Especializada;Medicina; Trabajo Social; Nutrición;0612;723;0611;0622;0615;721;763;724;La enfermería combina tareas técnicas con un fuerte componente humano. Aunque algunas tareas administrativas y de monitoreo pueden automatizarse, el cuidado directo del paciente requiere habilidades humanas esenciales. La IA puede apoyar en el monitoreo y gestión de historiales, pero no reemplaza la necesidad de enfermeros humanos, especialmente en el cuidado directo.
Odontología;5;7;8;-4.0;Expansión y crecimiento / Bajo riesgo;Cirugía Maxilofacial; Ortodoncia; Periodoncia;Medicina; Kinesiología; Tecnología Médica;0616;722;0611;0617;0618;721;724;725;La odontología combina habilidades técnicas manuales con conocimiento científico. Aunque algunos procedimientos diagnósticos y de planificación pueden asistirse con IA, la destreza manual y la relación con el paciente son componentes críticos difíciles de automatizar. La integración con IA puede mejorar la precisión diagnóstica pero no reemplaza al profesional.
Psicología;2;10;6;-8.0;Expansión y crecimiento / Bajo riesgo;Psicoterapia; Neuropsicología; Psicología Clínica;Trabajo Social; Psiquiatría; Pedagogía;0613;731;0622;0611;0621;763;721;741;La psicología se basa fundamentalmente en la relación terapéutica y habilidades humanas como la empatía, la escucha activa y el juicio clínico. Estas capacidades son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de análisis y seguimiento, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Tecnología Médica;6;6;9;-2.0;Oportunidad controlada / Acelerador;Bioquímica; Laboratorio Clínico; Imagenología;Medicina; Enfermería; Farmacia;0618;725;0611;0612;0619;721;723;724;La tecnología médica implica análisis técnicos que pueden beneficiarse significativamente de la automatización y la IA. Sin embargo, la interpretación de resultados complejos y la toma de decisiones en casos atípicos requieren juicio humano. La alta integración con IA como herramienta de apoyo permite mejorar la precisión y eficiencia, transformando la profesión más que reemplazándola.
Kinesiología;4;8;7;-5.0;Expansión y crecimiento / Bajo riesgo;Terapia Física; Rehabilitación; Fisiatría;Medicina; Enfermería; Terapia Ocupacional;0617;724;0611;0612;0620;721;723;724;La kinesiología combina habilidades manuales especializadas con conocimiento científico y relación terapéutica. Aunque algunas evaluaciones y seguimientos pueden asistirse con tecnología, la manipulación física y la adaptación de tratamientos a las respuestas individuales de los pacientes requieren habilidades humanas esenciales. La IA puede mejorar el seguimiento y la planificación, pero no reemplaza la intervención humana directa.
Fonoaudiología;3;9;6;-6.0;Expansión y crecimiento / Bajo riesgo;Terapia del Lenguaje; Audiología; Logopedia;Psicología; Pedagogía; Neurología;0621;724;0613;0621;0611;731;741;721;La fonoaudiología se basa en la evaluación clínica y la relación terapéutica para tratar trastornos de la comunicación. Requiere habilidades humanas como la escucha activa, la adaptación terapéutica y la empatía que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de apoyo diagnóstico y seguimiento, el núcleo de la profesión permanece fuertemente humano, lo que resulta en un ISIA negativo que indica oportunidades de crecimiento.
Nutrición y Dietética;5;7;8;-3.0;Oportunidad controlada / Acelerador;Dietética; Nutrición Clínica; Alimentación Saludable;Medicina; Enfermería; Gastronomía;0615;724;0611;0612;0623;721;723;811;La nutrición y dietética combina conocimiento científico con asesoramiento personalizado. Aunque algunas tareas de análisis y planificación dietética pueden automatizarse con IA, el seguimiento personalizado, la motivación y la adaptación a necesidades individuales requieren habilidades humanas. La alta integración con IA puede mejorar la precisión de las recomendaciones, pero el componente humano de la profesión mantiene bajo el riesgo de automatización.
Obstetricia y Puericultura;4;9;7;-5.5;Expansión y crecimiento / Bajo riesgo;Enfermería Obstétrica; Ginecología; Neonatología;Medicina; Psicología; Pedagogía;0612;723;0611;0613;0621;721;731;741;La obstetricia y puericultura combina habilidades técnicas con un fuerte componente de cuidado humano y apoyo emocional. Aunque algunas tareas de monitoreo pueden automatizarse, la atención directa durante el parto y el cuidado de recién nacidos requiere habilidades humanas esenciales. La IA puede apoyar en el diagnóstico y seguimiento, pero no reemplaza la necesidad de profesionales humanos en esta área.
Terapia Ocupacional;3;9;6;-6.0;Expansión y crecimiento / Bajo riesgo;Rehabilitación Funcional; Terapia Física; Psicomotricidad;Psicología; Kinesiología; Pedagogía Especial;0620;724;0613;0617;0624;731;724;741;La terapia ocupacional se basa en la evaluación individualizada y la adaptación creativa de actividades terapéuticas. Requiere habilidades humanas como la observación clínica, la empatía y la capacidad de adaptación que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de apoyo en evaluación y seguimiento, el núcleo de la profesión permanece fuertemente humano, lo que resulta en un ISIA negativo que indica oportunidades de crecimiento.
Química y Farmacia;6;6;8;-2.5;Oportunidad controlada / Acelerador;Farmacia Industrial; Bioquímica; Análisis Clínicos;Medicina; Química; Biología;0619;724;0611;0625;0626;721;741;741;La química y farmacia combina análisis técnico con conocimiento científico. Aunque algunas tareas de análisis y control de calidad pueden automatizarse con IA, el desarrollo de fármacos, la formulación y el consejo farmacéutico requieren juicio profesional. La alta integración con IA puede mejorar la precisión y eficiencia en análisis, pero el componente humano de la profesión mantiene moderado el riesgo de automatización.
Bioquímica;7;5;9;-1.0;Oportunidad controlada / Acelerador;Biotecnología; Análisis Clínicos; Investigación Biomédica;Medicina; Química; Biología;0614;721;0611;0625;0626;721;741;741;La bioquímica implica principalmente análisis técnicos e investigación que pueden beneficiarse significativamente de la automatización y la IA. Sin embargo, la interpretación de resultados complejos, el diseño experimental y la investigación innovadora requieren creatividad y juicio humano. La muy alta integración con IA como herramienta de apoyo permite mejorar la precisión y eficiencia, transformando la profesión más que reemplazándola.
Biología Marina;5;7;7;-3.0;Oportunidad controlada / Acelerador;Oceanografía; Ecología Marina; Acuicultura;Biología; Química; Geología;0627;741;0626;0625;0628;741;741;741;La biología marina combina trabajo de campo con análisis de laboratorio e investigación. Aunque algunas tareas de análisis y modelado pueden asistirse con IA, la observación directa, la interpretación ecológica y el diseño de estudios requieren habilidades humanas. La integración con IA puede mejorar el análisis de datos y la modelización, pero el componente humano de observación e interpretación mantiene moderado el riesgo de automatización.
Optometría;6;6;8;-2.0;Oportunidad controlada / Acelerador;Óptica; Contactología; Visión Subnormal;Medicina; Oftalmología; Física;0629;724;0611;0630;0631;721;721;741;La optometría combina habilidades técnicas manuales con conocimiento científico y relación con pacientes. Aunque algunas tareas de diagnóstico y adaptación pueden asistirse con tecnología automatizada, la evaluación visual completa y la adaptación personalizada requieren juicio profesional. La alta integración con IA puede mejorar la precisión diagnóstica, pero el componente humano de la profesión mantiene moderado el riesgo de automatización.
Medicina Veterinaria;4;8;7;-4.5;Expansión y crecimiento / Bajo riesgo;Zootecnia; Sanidad Animal; Cirugía Veterinaria;Biología; Medicina; Nutrición Animal;0632;722;0626;0611;0633;741;721;724;La medicina veterinaria requiere un alto grado de habilidades clínicas, diagnóstico complejo y destreza manual. Aunque la IA puede apoyar en el diagnóstico y análisis de datos, la relación con los animales, la interpretación de síntomas y la realización de procedimientos manuales mantienen bajo el riesgo de automatización. El ISIA negativo indica que la IA creará oportunidades de crecimiento en este campo.
Ingeniería Civil;5;6;8;-3.0;Oportunidad controlada / Acelerador;Construcción; Arquitectura; Ingeniería Estructural;Administración; Geología; Urbanismo;0701;071;0702;0628;0703;721;741;721;La ingeniería civil combina cálculos técnicos con creatividad en el diseño y gestión de proyectos. Aunque algunas tareas de cálculo y diseño pueden asistirse con IA, la toma de decisiones complejas, la resolución de problemas imprevistos y la gestión de proyectos requieren habilidades humanas. La alta integración con IA puede mejorar la precisión y eficiencia en el diseño, pero el componente humano de la profesión mantiene moderado el riesgo de automatización.
Ingeniería Industrial;6;6;8;-2.5;Oportunidad controlada / Acelerador;Administración de Operaciones; Logística; Calidad;Administración; Economía; Ingeniería Mecánica;0714;071;0702;0704;0705;721;721;071;La ingeniería industrial combina análisis técnico con gestión de procesos y optimización. Aunque algunas tareas de planificación y optimización pueden asistirse con IA, el diseño de sistemas integrales, la gestión del cambio y la resolución de problemas complejos requieren habilidades humanas. La alta integración con IA puede mejorar la eficiencia operativa, pero el componente humano de análisis sistémico y gestión mantiene moderado el riesgo de automatización.
Ingeniería en Informática;7;5;10;0.0;Transformación híbrida / Co-piloto;Desarrollo de Software; Ciencia de Datos; Ciberseguridad;Matemáticas; Administración; Diseño;0610;0610;0631;0702;0706;741;721;721;La ingeniería en informática está experimentando una transformación profunda con la IA. Muchas tareas de codificación, prueba y mantenimiento pueden automatizarse, pero la creatividad en el diseño de sistemas, la arquitectura de software y la resolución de problemas complejos requieren habilidades humanas. La máxima integración con IA como herramienta de desarrollo está transformando la profesión hacia un modelo híbrido donde los humanos trabajan junto a la IA, resultando en un ISIA neutro que indica transformación más que sustitución.
Ingeniería Comercial;5;7;8;-3.5;Oportunidad controlada / Acelerador;Marketing; Administración; Finanzas;Economía; Derecho; Psicología;0707;721;0704;0708;0613;721;721;731;La ingeniería comercial combina análisis técnico con habilidades comerciales y estratégicas. Aunque algunas tareas de análisis de mercado y pronóstico pueden asistirse con IA, la negociación, la toma de decisiones estratégicas y la gestión de relaciones comerciales requieren habilidades humanas. La alta integración con IA puede mejorar el análisis y la optimización, pero el componente humano de la profesión mantiene moderado el riesgo de automatización.
Ingeniería en Minas;6;6;8;-2.0;Oportunidad controlada / Acelerador;Explotación Minera; Geología; Metalurgia;Ingeniería Civil; Administración; Seguridad;0709;071;0701;0702;0710;071;721;721;La ingeniería en minas combina conocimiento técnico con gestión de operaciones complejas. Aunque algunas tareas de planificación y control pueden asistirse con IA, la toma de decisiones en entornos variables, la gestión de riesgos y la optimización de procesos requieren habilidades humanas. La alta integración con IA puede mejorar la eficiencia y seguridad, pero el componente humano de juicio técnico y gestión mantiene moderado el riesgo de automatización.
Ingeniería Química;6;6;8;-2.0;Oportunidad controlada / Acelerador;Procesos Químicos; Biotecnología; Control de Calidad;Química; Ingeniería Industrial; Seguridad;0711;071;0625;0714;0710;741;071;721;La ingeniería química combina conocimiento técnico con diseño de procesos. Aunque algunas tareas de diseño y control pueden asistirse con IA, la resolución de problemas complejos, la innovación en procesos y la gestión de riesgos requieren habilidades humanas. La alta integración con IA puede mejorar la eficiencia y optimización, pero el componente humano de juicio técnico mantiene moderado el riesgo de automatización.
Ingeniería en Electricidad;6;6;8;-2.0;Oportunidad controlada / Acelerador;Electrónica; Energía; Automatización;Física; Ingeniería Industrial; Seguridad;0712;071;0631;0714;0710;741;071;721;La ingeniería en electricidad combina conocimiento técnico con diseño de sistemas. Aunque algunas tareas de diseño y control pueden asistirse con IA, la resolución de problemas complejos, la innovación en sistemas y la gestión de redes requieren habilidades humanas. La alta integración con IA puede mejorar la eficiencia y optimización, pero el componente humano de juicio técnico mantiene moderado el riesgo de automatización.
Ingeniería en Mecánica;5;6;8;-2.5;Oportunidad controlada / Acelerador;Diseño Mecánico; Automatización; Mantenimiento;Física; Ingeniería Industrial; Materiales;0705;071;0631;0714;0713;741;071;071;La ingeniería en mecánica combina conocimiento técnico con diseño de sistemas mecánicos. Aunque algunas tareas de diseño y simulación pueden asistirse con IA, la creatividad en el diseño, la resolución de problemas complejos y la optimización de sistemas requieren habilidades humanas. La alta integración con IA puede mejorar la precisión y eficiencia, pero el componente humano de creatividad y juicio técnico mantiene moderado el riesgo de automatización.
Ingeniería en Construcción;5;7;7;-3.0;Oportunidad controlada / Acelerador;Gestión de Obras; Dirección de Proyectos; Construcción Civil;Arquitectura; Ingeniería Civil; Administración;0715;071;0716;0701;0702;721;071;721;La ingeniería en construcción combina conocimiento técnico con gestión de proyectos. Aunque algunas tareas de planificación y control pueden asistirse con IA, la gestión de obras, la resolución de problemas in situ y la coordinación de equipos requieren habilidades humanas. La integración con IA puede mejorar la planificación y control, pero el componente humano de gestión y resolución de problemas mantiene moderado el riesgo de automatización.
Ingeniería en Alimentos;6;6;8;-2.0;Oportunidad controlada / Acelerador;Tecnología de Alimentos; Control de Calidad; Nutrición;Química; Microbiología; Ingeniería Industrial;0717;071;0625;0634;0714;741;741;071;La ingeniería en alimentos combina conocimiento técnico con desarrollo de productos. Aunque algunas tareas de control y optimización pueden asistirse con IA, el desarrollo sensorial, la innovación en productos y la gestión de calidad requieren habilidades humanas. La alta integración con IA puede mejorar el control y optimización, pero el componente humano de juicio técnico y conocimiento sensorial mantiene moderado el riesgo de automatización.
Ingeniería en Telecomunicaciones;7;5;9;-1.0;Oportunidad controlada / Acelerador;Redes; Comunicaciones; Electrónica;Ingeniería en Electricidad; Informática; Matemáticas;0718;071;0712;0610;0631;071;071;0610;741;La ingeniería en telecomunicaciones combina conocimiento técnico con diseño de sistemas de comunicación. Aunque muchas tareas de diseño y gestión pueden asistirse con IA, la innovación en redes, la resolución de problemas complejos y la optimización de sistemas requieren habilidades humanas. La muy alta integración con IA puede mejorar la eficiencia y gestión, pero el componente humano de innovación y resolución de problemas mantiene bajo el riesgo de automatización.
Ingeniería en Biotecnología;6;6;9;-1.5;Oportunidad controlada / Acelerador;Biología Molecular; Bioquímica; Ingeniería Genética;Biología; Química; Ingeniería Química;0719;071;0626;0625;0711;741;741;071;La ingeniería en biotecnología combina conocimiento técnico con innovación biológica. Aunque algunas tareas de análisis y diseño pueden asistirse con IA, la creatividad en el diseño de soluciones biotecnológicas, la interpretación de resultados complejos y la innovación requieren habilidades humanas. La muy alta integración con IA puede mejorar el análisis y diseño, pero el componente humano de creatividad e innovación mantiene moderado el riesgo de automatización.
Ingeniería en Materiales;6;6;8;-2.0;Oportunidad controlada / Acelerador;Ciencia de Materiales; Metalurgia; Nanotecnología;Química; Física; Ingeniería Mecánica;0713;071;0625;0631;0705;741;741;071;La ingeniería en materiales combina conocimiento técnico con desarrollo de nuevos materiales. Aunque algunas tareas de análisis y diseño pueden asistirse con IA, la creatividad en el desarrollo de materiales, la interpretación de propiedades y la innovación requieren habilidades humanas. La alta integración con IA puede mejorar el análisis y diseño, pero el componente humano de creatividad e innovación mantiene moderado el riesgo de automatización.
Ingeniería en Ambiental;5;7;8;-3.0;Oportunidad controlada / Acelerador;Gestión Ambiental; Sostenibilidad; Ecología;Biología; Química; Ingeniería Civil;0720;071;0626;0625;0701;741;741;071;La ingeniería ambiental combina conocimiento técnico con gestión de sistemas ambientales complejos. Aunque algunas tareas de monitoreo y modelado pueden asistirse con IA, la evaluación de impactos, la gestión de sistemas complejos y la propuesta de soluciones sostenibles requieren habilidades humanas. La alta integración con IA puede mejorar el monitoreo y modelado, pero el componente humano de juicio técnico y gestión mantiene moderado el riesgo de automatización.
Ingeniería en Prevención de Riesgos;5;7;7;-3.0;Oportunidad controlada / Acelerador;Seguridad y Salud en el Trabajo; Gestión de Riesgos; Higiene Industrial;Ingeniería Industrial; Medicina; Derecho;0710;071;0714;0611;0708;071;721;721;La ingeniería en prevención de riesgos combina conocimiento técnico con gestión de riesgos. Aunque algunas tareas de evaluación y monitoreo pueden asistirse con IA, la identificación de riesgos complejos, la propuesta de medidas preventivas y la gestión de emergencias requieren habilidades humanas. La integración con IA puede mejorar la evaluación y monitoreo, pero el componente humano de juicio técnico y gestión mantiene moderado el riesgo de automatización.
Derecho;4;8;7;-4.0;Expansión y crecimiento / Bajo riesgo;Abogacía; Derecho Corporativo; Litigios;Ciencia Política; Sociología; Administración;0708;721;0721;0722;0702;721;721;721;El derecho combina conocimiento técnico con habilidades de razonamiento y argumentación. Aunque algunas tareas de investigación y análisis pueden asistirse con IA, la interpretación jurídica, la argumentación en casos complejos y la relación con clientes requieren habilidades humanas. La integración con IA puede mejorar la investigación y análisis, pero el componente humano de razonamiento jurídico y argumentación mantiene bajo el riesgo de automatización.
Trabajo Social;2;10;5;-8.0;Expansión y crecimiento / Bajo riesgo;Intervención Social; Desarrollo Comunitario; Familia;Psicología; Sociología; Educación;0622;763;0613;0722;0621;731;721;741;El trabajo social se basa fundamentalmente en la relación de ayuda y habilidades humanas como la empatía, la mediación y el juicio ético. Estas capacidades son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de gestión de casos y recursos, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Sociología;3;9;6;-6.0;Expansión y crecimiento / Bajo riesgo;Investigación Social; Análisis de Datos; Estudios Culturales;Antropología; Ciencia Política; Trabajo Social;0722;721;0723;0721;0622;721;721;763;La sociología se basa en el análisis e interpretación de fenómenos sociales. Requiere habilidades humanas como el pensamiento crítico, la interpretación contextual y el análisis cualitativo que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de análisis de datos cuantitativos, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA negativo que indica oportunidades de crecimiento.
Antropología;2;10;5;-8.0;Expansión y crecimiento / Bajo riesgo;Etnografía; Arqueología; Estudios Culturales;Sociología; Historia; Lingüística;0723;721;0722;0724;0725;721;721;721;La antropología se basa en la observación de campo y la interpretación cultural. Requiere habilidades humanas como la observación participante, la empatía intercultural y la interpretación contextual que son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de análisis de datos, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Ciencia Política;4;8;6;-5.0;Expansión y crecimiento / Bajo riesgo;Análisis Político; Relaciones Internacionales; Gestión Pública;Derecho; Sociología; Economía;0721;721;0708;0722;0704;721;721;721;La ciencia política combina análisis teórico con comprensión de fenómenos políticos. Aunque algunas tareas de análisis pueden asistirse con IA, la interpretación política, el análisis crítico y la comprensión contextual requieren habilidades humanas. La integración con IA puede mejorar el análisis de datos, pero el componente humano de pensamiento crítico y comprensión contextual mantiene bajo el riesgo de automatización.
Relaciones Internacionales;4;8;6;-5.0;Expansión y crecimiento / Bajo riesgo;Diplomacia; Comercio Internacional; Cooperación;Derecho; Economía; Ciencia Política;0726;721;0708;0704;0721;721;721;721;Las relaciones internacionales combinan análisis político con habilidades diplomáticas. Aunque algunas tareas de análisis pueden asistirse con IA, la negociación, la diplomacia y la comprensión intercultural requieren habilidades humanas. La integración con IA puede mejorar el análisis de datos, pero el componente humano de diplomacia y negociación mantiene bajo el riesgo de automatización.
Periodismo;6;7;7;-1.0;Oportunidad controlada / Acelerador;Comunicación; Redacción; Investigación Periodística;Literatura; Fotografía; Derecho;0727;721;0728;0729;0708;721;721;721;El periodismo combina investigación con narrativa. Aunque algunas tareas de redacción y recopilación pueden asistirse con IA, la investigación crítica, la verificación de fuentes y la narrativa persuasiva requieren habilidades humanas. La integración con IA puede mejorar la eficiencia en algunas tareas, pero el componente humano de investigación crítica y narrativa mantiene moderado el riesgo de automatización.
Psicopedagogía;2;10;5;-8.0;Expansión y crecimiento / Bajo riesgo;Educación Especial; Orientación; Desarrollo Cognitivo;Psicología; Pedagogía; Fonoaudiología;0730;741;0613;0621;0621;731;741;724;La psicopedagogía se basa en la evaluación e intervención educativa personalizada. Requiere habilidades humanas como la observación clínica, la empatía y la capacidad de adaptación que son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de apoyo en evaluación y seguimiento, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Filosofía;1;10;4;-9.0;Expansión y crecimiento / Bajo riesgo;Ética; Lógica; Filosofía Política;Derecho; Literatura; Sociología;0731;721;0708;0728;0722;721;721;721;La filosofía se basa en el pensamiento abstracto, el análisis conceptual y la reflexión crítica. Requiere habilidades humanas como el razonamiento lógico, la capacidad de abstracción y el pensamiento crítico que son intrínsecamente difíciles de automatizar. La IA tiene muy poca aplicación en el núcleo de la profesión, lo que resulta en un ISIA altamente negativo que indica máximas oportunidades de crecimiento.
Historia;3;9;5;-7.0;Expansión y crecimiento / Bajo riesgo;Investigación Histórica; Archivística; Patrimonio;Arqueología; Geografía; Literatura;0724;721;0732;0733;0728;721;721;721;La historia se basa en la investigación e interpretación de fuentes históricas. Requiere habilidades humanas como el análisis contextual, la interpretación crítica y la narrativa histórica que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de investigación y análisis de fuentes, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Geografía;5;7;8;-3.0;Oportunidad controlada / Acelerador;Cartografía; SIG; Planificación Territorial;Geología; Biología; Urbanismo;0733;721;0628;0626;0703;741;741;721;La geografía combina análisis espacial con interpretación territorial. Aunque algunas tareas de análisis y mapeo pueden asistirse con IA, la interpretación geográfica, la planificación territorial y el análisis ambiental requieren habilidades humanas. La alta integración con IA puede mejorar el análisis y mapeo, pero el componente humano de interpretación y planificación mantiene moderado el riesgo de automatización.
Arqueología;3;9;5;-7.0;Expansión y crecimiento / Bajo riesgo;Investigación Arqueológica; Conservación; Patrimonio;Historia; Antropología; Geología;0732;721;0724;0723;0628;721;721;741;La arqueología se basa en la excavación, observación e interpretación de vestigios históricos. Requiere habilidades humanas como la observación detallada, la interpretación contextual y la metodología de campo que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de análisis y documentación, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Bibliotecología;7;5;8;1.0;Alta reconversión / Riesgo moderado;Archivística; Documentación; Gestión de Información;Historia; Informática; Pedagogía;0734;721;0724;0610;0621;721;0610;741;La bibliotecología combina gestión de información con servicio al usuario. Aunque muchas tareas de gestión y catalogación pueden automatizarse con IA, la selección de materiales, la orientación a usuarios y la gestión de colecciones especializadas requieren habilidades humanas. La alta integración con IA está transformando la profesión hacia un mayor enfoque en servicios de valor añadido, pero el riesgo de automatización de tareas tradicionales resulta en un ISIA positivo que indica necesidad de reconversión.
Traducción e Interpretación;8;6;7;2.0;Alta reconversión / Riesgo moderado;Lingüística; Literatura; Comunicación Intercultural;Relaciones Internacionales; Derecho; Turismo;0735;721;0726;0708;0736;721;721;721;La traducción e interpretación combina conocimiento lingüístico con comprensión cultural. Aunque muchas tareas de traducción pueden automatizarse con IA, la interpretación en tiempo real, la traducción literaria y la mediación intercultural requieren habilidades humanas. La integración con IA está transformando la profesión hacia un mayor enfoque en tareas de alto valor añadido, pero el riesgo de automatización de tareas tradicionales resulta en un ISIA positivo que indica necesidad de reconversión.
Lingüística;4;8;6;-4.0;Expansión y crecimiento / Bajo riesgo;Análisis del Discurso; Semántica; Fonética;Filosofía; Literatura; Psicología;0725;721;0731;0728;0613;721;721;731;La lingüística se basa en el análisis teórico y descriptivo del lenguaje. Requiere habilidades humanas como el análisis estructural, la comprensión teórica y la interpretación de fenómenos lingüísticos que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de análisis lingüístico, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA negativo que indica oportunidades de crecimiento.
Pedagogía en Educación Básica;2;10;6;-8.0;Expansión y crecimiento / Bajo riesgo;Educación Primaria; Didáctica; Desarrollo Infantil;Psicología; Trabajo Social; Pedagogía Especial;0737;741;0613;0622;0624;731;763;741;La pedagogía en educación básica se basa en la enseñanza personalizada y el desarrollo integral de niños. Requiere habilidades humanas como la empatía, la adaptación pedagógica y la motivación que son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de apoyo en planificación y evaluación, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Pedagogía en Educación Media;2;10;6;-8.0;Expansión y crecimiento / Bajo riesgo;Educación Secundaria; Didáctica Especializada; Orientación;Psicología; Sociología; Pedagogía Especial;0738;741;0613;0722;0624;731;721;741;La pedagogía en educación media se basa en la enseñanza especializada y la orientación de adolescentes. Requiere habilidades humanas como la empatía, la motivación y la adaptación pedagógica que son intrínsecamente difíciles de automatizar. Aunque la IA puede proporcionar herramientas de apoyo en planificación y evaluación, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA altamente negativo que indica oportunidades de crecimiento.
Pedagogía en Educación Parvularia;1;10;4;-9.0;Expansión y crecimiento / Bajo riesgo;Educación Inicial; Desarrollo Infantil; Estimulación Temprana;Psicología; Trabajo Social; Fonoaudiología;0739;741;0613;0622;0621;731;763;724;La pedagogía en educación parvularia se basa en el cuidado y estimulación temprana de niños pequeños. Requiere habilidades humanas como la empatía, el cuidado y la estimulación sensorial que son intrínsecamente difíciles de automatizar. La IA tiene muy poca aplicación en el núcleo de la profesión, lo que resulta en un ISIA altamente negativo que indica máximas oportunidades de crecimiento.
Pedagogía en Inglés;4;9;7;-5.0;Expansión y crecimiento / Bajo riesgo;Enseñanza de Idiomas; Lingüística Aplicada; Comunicación Intercultural;Literatura; Traducción; Turismo;0740;741;0728;0735;0736;721;721;721;La pedagogía en inglés se basa en la enseñanza de un idioma y su contexto cultural. Requiere habilidades humanas como la comunicación interpersonal, la adaptación pedagógica y la mediación cultural que son difíciles de automatizar. Aunque la IA puede proporcionar herramientas de práctica y evaluación, el núcleo de la profesión permanecerá fuertemente humano, lo que resulta en un ISIA negativo que indica oportunidades de crecimiento.
